id,type,legal_basis,pdf_link,programme,reg_date,remark,address,birth,citizen,name,passport,serialid
7193,E,1264/2012 (OJ L356),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:356:0055:0060:EN:PDF,IRN,2012-12-22,Date of listing: 2012-12-21,"181 Johnston Road, Tai Yau Building, 21st Floor, Wanchai Hong Kong HKG",,,"HK Intertrade Company Ltd , HKICO",,2174
7194,E,1264/2012 (OJ L356),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:356:0055:0060:EN:PDF,IRN,2012-12-22,Date of listing: 2012-12-22,6 Avenue De la Tour-Halimand 1009 Pully CHE,,,Petro Suisse,,2175
7195,E,1264/2012 (OJ L356),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:356:0055:0060:EN:PDF,IRN,2012-12-22,Date of listing 22-12-2012.,Azadi Ave 11365-8639 Tehran IRN Tel: 98 21 66022727 / Fax: 98 21 66036005 / Website: www.sharif.ir,,,"Sharif University of Technology , SUT , ____ ____ Sharif EL , Sharif technologijos universitetas LT , Universitatea de tehnologie Sharif RO",,2176
7196,E,1264/2012 (OJ L356),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:356:0055:0060:EN:PDF,IRN,2012-12-22,Date of listing: 2012-12-22,234 Taleghani St. Tehran IRN,,,"Oil Industry Pension Fund Investment Company , OPIC , Oil Pension Fund , NIOC Pension Fund , Petroleum Ministry Pension Fund , Naftos pramons pensij_ fondo investavimo bendrov LT , Compania de investiii pentru fondurile de pensii din industria petrolier RO",,2177
7197,E,1264/2012 (OJ L356),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:356:0055:0060:EN:PDF,IRN,2012-12-22,Date of listing 22-12-2012.,"56 Haghani Boulevard, Vanak Square 19395-6314 Tehran IRN Phone: (98-21)886776789 / 887950512 / 887791835 , 11/1 Sharif Ave, Vanaq Square 19699 Tehran IRN Fax: (98-21) 88771245 / Website: www.mic-ir.com",,,"Moallem Insurance , Moallem Insurance Co. , M.I.C , Export and Investment Insurance Co. , Compania de asigurri Moallem RO , Moallem Asigurri RO , Compania de asigurri pentru exporturi i investiii RO",,2178
7201,P,53/2013 (OJ L 20),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:020:0046:0047:EN:PDF,COD,2013-01-23,Date of designation referred to in Article 5(1)(b): 31.12.2012.,,1960 (circa),,Runiga Jean-Marie Lugerero,,2179
7202,E,53/2013 (OJ L 20),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:020:0046:0047:EN:PDF,COD,2013-01-23,Date of designation referred to in Article 5(1)(b): 31.12.2012.,North and South Kivu COD E-mail addresses: Fdlr@fmx.de; fldrrse@yahoo.fr; fdlr@gmx.net.,,,"Forces Democratiques De Liberation Du Rwanda , FDLR , Force Combattante Abacunguzi , FOCA , Combatant Force for the Liberation of Rwanda , Rwanda demokraatlik vabastusjud ET , Foras Democrticas de Libertao do Ruanda PT , Foras Combatentes para a Libertao do Ruanda PT",,2180
7203,E,53/2013 (OJ L 20),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:020:0046:0047:EN:PDF,COD,2013-01-23,Date of designation referred to in Article 5(1)(b): 31.12.2012,,,,"M23 , Mouvement Du 23 Mars , Movimento de 23 de maro PT",,2181
7204,P,123/2013 (OJ L 42),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:042:0018:0019:EN:PDF,TAQA,2013-02-13,Fathers name is Slimane. Mothers name is Akrouf Khadidja. Date of designation referred to in Article 2a (4) (b): 5.2.2013.,MLI,"1978-05-09 Rouiba, Algiers DZA",DZA,"Akkacha Djamel , Yahia Abou el Hoummam , Yahia Abou el Hammam",,2182
7205,P,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013.,,1964-06-18 Kaesong PRK,,"Paek Chang-Ho Senior official and head of the satellite control center of Korean Committee for Space Technology , Pak Chang-Ho , Paek Chang-Ho","381420754 (Passport issued on 7.12.2011, expiring on 7.12.2016)",2183
7206,P,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,,"1966 , 1965",,"Chang Myong-Chin General Manager of the Sohae Satellite Launching Station , Jang Myong-Jin",,2184
7207,P,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,,,,Ra Kyong-Su Tanchon Commercial Bank (TCB) official,,2185
7208,P,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,,,,Kim Kwang-il Tanchon Commercial Bank (TCB) official,,2186
7212,E,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,Pyongyang PRK,,,"Korean Committee for Space Technology , DPRK Committee for Space Technology , Department of Space Technology of the DPRK , Committee for Space Technology , KCST",,2187
7214,E,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,,,,Korea Kumryong Trading Corporation,,2188
7217,E,137/2013 (OJ L 46),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:046:0019:0024:EN:PDF,PRK,2013-02-19,Date of designation: 22.1.2013,"173 Des Voeux Road, Room 1610 Nan Fung Tower Hong Kong",,,"Leader (Hong Kong) International , Leader International Trading Limited",,2189
7218,P,180/2013 (OJ L 59),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:059:0001:0002:EN:PDF,TAQA,2013-03-02,Fathers name is Leewemere. Date of designation referred to in Article 2a (4) (b): 22.2.2013.,"Gao MLI , Tabankort MLI , In Khalil MLI , Al Moustarat MLI","1977 Tabankort MLI , 1982 , 1978 , 1979 , 1980 , 1981",MLI,"Ould El Amar Abderrahmane , Ahmed el Tilemsi , Abderrahmane Ould el Amar Ould Sidahmed Loukbeiti , Ahmad Ould Amar",,2190
7219,P,180/2013 (OJ L 59),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:059:0001:0002:EN:PDF,TAQA,2013-03-02,Date of designation referred to in Article 2a (4) (b): 25.2.2013.,,"1954 Abeibara, Kidal region MLI",MLI,ag Ghali Iyad,,2191
7220,P,180/2013 (OJ L 59),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:059:0001:0002:EN:PDF,TAQA,2013-03-02,Mothers name is Tijal Bint Mohamed Dadda. Date of designation referred to in Article 2a (4) (b): 22.2.2013.,Gao MLI,1970 Nouakchott MRT,"MRT , MLI","Ould Mohamed El Khairy Hamada , Hamad el Khairy , Hamada Ould Mohamed Lemine Ould Mohamed el Khairy , Ould Kheirou , Abou QumQum","A1447120 (Malian passport, expired on 19.10.2011) MLI",2192
7221,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013,,,,Ali Ashraf RASHIDI AGHDAM M Head of Evin Prison,,2193
7222,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013,,,,"KIASATI Morteza Judge of the Ahwaz Revolutionary Court, Branch 4",,2194
7223,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013,,,,"Seyed Mohammad Bagher MOUSSAVI Ahwaz Revolutionary Court judge, Branch 2",,2195
7224,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,"Date of listing: 12.3.2013. Place of Work: IRIB and PressTV HQ, Tehran",Tehran IRN,1963 (circa) Tehran IRN,,"SARAFRAZ Mohammad M Dr. Head of IRIB World Service and Press TV , Sarafraz Haj-agha",,2196
7225,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013.,,,,JAFARI Asadollah Prosecutor of Mazandaran Province,,2197
7226,P,371/2014 (OJ L 109),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:109:FULL&from=EN,IRN,2014-04-12,"Date of listing: 12.3.2013. Other information: Place of work: Press TV HQ, Tehran.",Tehran IRN,1973 (circa) Hamedan,,"Hamid Reza EMADI Press TV Newsroom Director. Former Press TV Senior Producer. , Emadi Hamidreza",,2198
7227,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013.,,,,HAMLBAR Rahim M Judge of Branch 1 of Tabriz Revolutionary Court,,2199
7228,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013.,,,,Seyyed Reza MUSAVI-TABAR Head of the Revolutionary Prosecution of Shiraz,,2200
7229,P,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013.,,,,KHORAMABADI Abdolsamad M Head of Commission to Determine the Instances of Criminal Content,,2201
7247,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,,,,,"Kakunin Alexander Aleksandrovich Head of penal colony IK-2 in Bobruisk , _________ ________ _____________ , ______i__ _______ ___________i , Kakunin Aljakszandr Aljakszandrovics HU , Kakunin Aleksandr Aleksandrovitj SV",,2202
7282,P,577/2014 (OJ L 160),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2014_160_R_0004&from=EN,UKR,2014-05-29,Date of listing: 17.3.2014,,"1956-11-19 Vladimirovca, Slobozia District MDA",,"Konstantinov Vladimir Andreevich M Speaker of the Verkhovna Rada of Crimea. , ________________ ________ _________",,2203
7230,E,206/2013 (OJ L 68),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:068:0009:0013:EN:PDF,IRN,2013-03-12,Date of listing: 12.3.2013.,Tehran IRN Website: http://www.cyberpolice.ir,,,"Center to Investigate Organized Crime , Cyber Crime Office , Cyber Police , ______ __ ___________ ___ _______________ ________ BG , _____ __ ____________ BG , ____ _____ _ BG , stedisko pro vyetovn_ organizovan po_taov trestn innosti CS , ad pro po_taovou trestnou innost CS , policie pro po_taovou trestnou innost CS , Center for efterforskning af organiseret kriminalitet DA , it- kriminalitetskontoret DA , it-politiet DA , Zentrale Ermittlungsstelle f_r organisierte Kriminalit_t DE , B_ro f_r Cyberkriminalit_t oder Cyber Police DE , Cyberpolizei DE , ___ ___  _____ __ EL ,   ___ _ ___ EL , __ ___ EL , Centro de Investigaci_n de la Delincuencia Organizada ES , Centro del ciberdelito ES , polic_a ciberntica ES , J_rjest_ytyneen rikollisuuden tutkinnan keskus FI , Centre d'enqutes en matire de criminalit organise FR , Bureau de cybercriminalit FR , cyber-police FR , Centro di indagine sulla criminalit organizzata IT , Ufficio Criminalit informatica IT , Polizia Criminalit informatica IT , Organizuoto nusikalstamumo tyrimo centras LT , Kovos su elektroniniais nusikaltimais biuras arba Elektronini_ nusikaltim_ policija LT , Organizts noziedzbas izmeklanas centrs LV , Kibernoziedzbas jautjumu birojs LV , Kiberdrobas policija LV , _entru gall-Investigazzjoni tal-Kriminalit Organizzata MT , Uffiju tal-Kriminalit _ibernetika MT , Pulizija _ibernetika MT , Orodek Dochodze w Sprawach Zwizanych z Przestpczoci Zorganizowan PL , Urzd do Spraw Cyberprzestpczoci PL , Cyberpolicja PL , Centro de Investigao da Criminalidade Organizada PT , Gabinete da Cibercriminalidade PT , Pol_cia da AntiCibercriminalidade PT , Centrul de investigare a criminalitii organizate RO , Biroul pentru criminalitate informatic RO , Poliia informatic RO , Centrum pre vyetrovanie organizovanej trestnej innosti SK , _rad pre po_taov kriminalitu SK , po_taov pol_cia SK , Center za preiskovanje organiziranega kriminala SL , Urad za kibernetski kriminal SL , Kibernetska policija SL",,2204
7231,P,261/2013 (OJ L 82),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:082:0018:0020:en:PDF,AFG,2013-03-22,Date of UN Designation: 26.2.2013,,"1985-01-01 Quetta PAK , 1981",,"Ahmed Shah Noorzai Obaidullah Mullah , Mullah Ahmed Shah Noorzai , Haji Ahmad Shah Maulavi , Haji Mullah Ahmad Shah , Maulawi Ahmed Shah , Mullah Mohammed Shah","NC5140251 (passport issued on 2009-10-23 and expiring on 2014-10-22 PAK , 54401-2288025-9 (national identity card number) PAK",2205
7232,P,290/2013 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:087:0002:0003:EN:PDF,TAQA,2013-03-27,Date of designation referred to in Article 2a (4)(b): 20.3.2013.,MLI,,,"Ansar Eddine , Ansar Dine",,2206
7233,P,370/2013 (OJ L 111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0043:0045:en:PDF,PRK,2013-04-23,Date of designation: 7.3.2013,,,,Yon Chong Nam Chief Representative for the Korea Mining Development Trading Corporation (KOMID),,2207
7234,P,370/2013 (OJ L 111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0043:0045:en:PDF,PRK,2013-04-23,Date of designation: 7.3.2013,,,,Ko Chol-Chae Deputy Chief Representative for the Korea Mining Development Trading Corporation (KOMID),,2208
7235,P,370/2013 (OJ L 111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0043:0045:en:PDF,PRK,2013-04-23,Date of designation: 7.3.2013,,,,Mun Chong-Chol TCB official,,2209
7236,E,370/2013 (OJ L 111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0043:0045:en:PDF,PRK,2013-04-23,Date of designation: 7.3.2013,Pyongyang PRK,,,"Second Academy of Natural Sciences , 2nd Academy of Natural Sciences , Che 2 Chayon Kwahakwon , Academy of Natural Sciences , Chayon Kwahak-Won , National Defense Academy , Kukpang Kwahak-Won , Second Academy of Natural Sciences Research Institute , Sansri",,2210
7237,P,451/2013 (OJ L 133),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:133:0001:0004:en:PDF,AFG,2013-05-17,Date of UN Designation: 16.4.2013.,"Chaman, Baluchistan Province PAK","1970 Kandahar Province AFG , 1972 , 1971 , 1973 , 1974 , 1975",PAK,"Adam Khan Achekzai Maulavi , Maulavi Adam Khan , Maulavi Adam",,2211
7240,E,522/2013 (OJ L 156),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:156:0003:0007:EN:PDF,IRN,2013-06-08,"Date of listing: 2013-06-08. IOC is wholly owned by Naftiran Intertrade Company (NICO). NICO is itself designated under EU sanctions because it is wholly owned by the National Iranian Oil Company (NIOC), which is also an EU designated entity because it provides financial resources to the Government of Iran.","4 Victoria Street, NIOC House 6th Floor SW1H 0NE London GBR",,,"Iranian Oil Company (U.K.) Limited , IOC",,2212
7241,E,522/2013 (OJ L 156),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:156:0003:0007:EN:PDF,IRN,2013-06-08,Date of listing: 2013-06-08. Subsidiary of designated entity Petropars Iran Company.,"19 5th St., Gandi Ave., 4th Floor 1517646113 Tehran IRN Tel +98-21 88888910/13. http://www.petropars.com/ Subsidiaries/PRE.aspx",,,"Petropars Resources Engineering Ltd , PRE",,2213
7242,E,522/2013 (OJ L 156),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:156:0003:0007:EN:PDF,IRN,2013-06-08,Date of listing: 2013-06-08. Subsidiary of designated entity Petropars Iran Company.,"South Pars Gas, Assaluyeh Bushehr IRN Tel +98-772-7363852. http://www.petropars.com/ Subsidiaries/POMC.aspx",,,"Petropars Operation & Management Company , POMC",,2214
7243,E,522/2013 (OJ L 156),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:156:0003:0007:EN:PDF,IRN,2013-06-08,Date of listing: 2013-06-08. Subsidiary of designated entity Petropars Iran Company.,"PPI Bldg, Kish harbor Kish Island IRN Tel +98-764-445 03 05, http://www.petropars.com/ Subsidiaries/POSCO.aspx.",,,"Petropars Oilfield Services Company , POSCO",,2215
7244,E,522/2013 (OJ L 156),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:156:0003:0007:EN:PDF,IRN,2013-06-08,Date of listing: 2013-06-08. Subsidiary of designated entity Petropars Ltd,"9 Maaref Street, Farhang Blvd, Saadet Abad Tehran IRN Tel +98-21-22096701- 4. http://www.petropars.com/ Subsidiaries/PPI.aspx",,,"Petropars Iran Company , PPI",,2216
7245,E,790/2014 (OJ L 217),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2014_217_R_0001&from=EN,TERR,2014-07-23,"This entry includes all units reporting to Hizballah Military Wing, including the External Security Organisation",,,,"Hizballah Military Wing , Hezbollah Military Wing , Hizbullah Military Wing , Hizbollah Military Wing , Hezballah Military Wing , Hisbollah Military Wing , Hizbu'llah Military Wing , Hizb Allah Military Wing , Jihad Council , Exteral Security Council (Hizballah) , Conseil du Djihad FR , Militaire vleugel van Hezbollah NL , Raad van de Jihad NL , Rama militar de Hizballah ES , Rama militar de Hezbollah ES , Rama militar de Hizbullah ES , Rama militar de Hizbollah ES , Rama militar de Hezballah ES , Rama militar de Hisbollah ES , Rama militar de Hizbu'llah ES , Rama militar de Hizb Allah ES , Consejo de la Jihad ES , Ala Militar do Hezbol PT , Conselho da Jihad PT , Zbrojne Rami Hezbollahu PL , Ala militare di Hezbollah IT , Consiglio della Jihad IT , Hizbollahs milit_re gren DA , aripa militar a Hezbollahului RO , Consiliul Jihadului RO , Militaire vleugel van Hizb Allah NL , Militaire vleugel van Hizbu'llah NL , Militaire vleugel van Hisbollah NL , Militaire vleugel van Hezballah NL , Militaire vleugel van Hizbollah NL , Militaire vleugel van Hizbullah NL , Militaire vleugel van Hizballah NL",,2217
7246,P,630/2014 (OJ L 174),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2014_174_R_0011&from=EN,TAQA,2014-06-13,"(a) In Syria as at June 2013; (b) Since January 2012, he is the Leader of Al-Nusrah Front for the People of the Levant. Date of designation referred to in Article 2a (4) (b): 24.7.2013.",,1975-1979 SYR,SYR,"Abu Mohammed Al-Jawlani Since January 2012, he is the Leader of Al-Nusrah Front for the People of the Levant , Abu Mohamed al-Jawlani , Abu Muhammad al-Jawlani , Abu Mohammed al-Julani , Abu Mohammed al-Golani , Abu Muhammad al-Golani , Abu Muhammad Aljawlani , Muhammad al-Jawlani , Shaykh al-Fatih , Al Fatih",,2218
7248,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,,,,,"Lopatko Alexander Alexandrovich Deputy Head of penal colony IK-9 in Mazyr , ________ ________ _____________ , ______ _______ ___________i , Lopatka Aliaksandr Aliaksandravich HU , Lopatka Aljakszandr Aljakszandravics HU , Lopatko Alekszandr Alekszandrovics HU , Lopatko Aleksandr Aleksandrovitj SV , Lapatka Aljaksandr Aljaksandrovitj SV",,2219
7249,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,,,,,"Trutko Yuriy Igorevich M Deputy Head of penal colony IK-2 in Bobruisk , ____ ____ _________ , Trutko Jurij Igorevics HU",,2220
7250,P,1091/2013 (OJ L 293),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:293:0036:0037:en:PDF,TAQA,2013-11-05,"Also has an Egyptian passport issued in 1993, under name Muhammad Jamal Abd-Al Rahim Ahmad Al. Date of designation referred to in Article 2a (4) (b): 21 Oct. 2013.",,"1.1.1964 Cairo EGY , 1.2.1964",EGY,"Muhammad Jamal Abd-Al Rahim Ahmad Al-Kashif , Muhammad Jamal Abdo Al-Kashif , Muhammad Jamal Abdo Al Kashef , Muhammad Jamal Abd-Al Rahim Al-Kashif , Muhammad Jamal Abdu , Muhammad Jamal , Muhammad Jamal Abu Ahmad , Abu Ahmad , Abu Jamal , Muhammad Gamal Abu Ahmed , Mohammad Jamal Abdo Ahmed , Muhammad Jamal Abduh , Muhammad Jamal Ahmad Abdu , Riyadh","6487 (passport issued 30.1.1984, under name Muhammad Jamal Abdu EGY , 388181 (under name Muhammad Jamal Abd-Al Rahim Al-Kashif) YEM",2221
7251,P,1091/2013 (OJ L 293),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:293:0036:0037:en:PDF,TAQA,2013-11-05,Date of designation referred to in Article 2a (4) (b): 24 Oct. 2013.,MLI,1978 MLI,MLI,"Lahbous Mohamed , Ennouini Mohamed , Hassan , Hocine",,2222
7252,E,1091/2013 (OJ L 293),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:293:0036:0037:en:PDF,TAQA,2013-11-05,"Date of designation referred to in Article 2a (4) (b): 21 Oct. 2013. Operates in Egypt, Libya, and Mali.",,,,"Muhammad Jamal Network , MJN , Muhammad Jamal Group , Jamal Network , Abu Ahmed Group , Al-Qaida in Egypt , AQE",,2223
7262,P,1267/2013 (OJ L 326),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:326:0039:0040:EN:PDF,TAQA,2013-12-07,"Date of designation referred to in Article 2a (4) (b): 26.11.2013. Other information: Reportedly located in Waziristan, Federally Administered Tribal Areas, Pakistan.",,"1976 Darnah LBY , 1976 Danar LBY",LBY,"Al-Masli Abd-Al-Hamid , Abd-al-Hamid Muhammad Abd-al-Hamid Al-Masli , Musalli Abd-al-Hamid , Masli Hamid , al-Darnawi Hamza , al-Darnawi Hamzah , Darnawi Hamza , Darnawi Hamzah , Dirnawi Hamzah , Darnavi Hamza , al-Darnavi Hamza , Darnawi Abdullah , al-Darnawi Abu-Hamzah",,2224
7263,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1950-07-09,,Yanukovych Viktor Fedorovych M Former President of Ukraine,,2225
7264,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1963-01-20,,Zakharchenko Vitalii Yuriyovych M Former Minister of Internal Affairs,,2226
7265,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1954-02-06,,Pshonka Viktor Pavlovych M Former Prosecutor General of Ukraine,,2227
7266,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1964-12-22,,Yakymenko Oleksandr Hryhorovych M Former Head of Security Service of Ukraine,,2228
7267,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1973-10-27,,Portnov Andriy Volodymyrovych M Former Adviser to the President of Ukraine,,2229
7268,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1976-11-12,,Lukash Olena Leonidivna F Former Minister of Justice,,2230
7269,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1964-08-12,,Kliuiev Andrii Petrovych M Former Head of Administration of President of Ukraine,,2231
7270,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1959-10-16,,Ratushniak Viktor Ivanovych M Former Deputy Minister of Internal Affairs,,2232
7271,P,381/2014 (OJ L 111),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:111:FULL&from=EN,UKR,2014-04-15,Date of listing: 6.3.2014. Son of former President.,,1973-07-10,,Yanukovych Oleksandr Viktorovych M Businessman,,2233
7272,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014. Son of former President.,,1981-07-16,,Yanukovych Viktor Viktorovych M Member of the Verkhovna Rada of Ukraine,,2234
7273,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1976-03-19,,"Pshonka Artem Viktorovych M Former Prosecutor General, Deputy Head of the faction of Party of Regions in the Verkhovna Rada of Ukraine",,2235
7274,P,381/2014 (OJ L 111),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:111:FULL&from=EN,UKR,2014-04-15,Date of listing: 6.3.2014,,1969-08-19,,Kliuiev Serhii Petrovych M Businessman,,2236
7275,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014,,1947-12-17,,Azarov Mykola Yanovych M Former Prime Minister of Ukraine,,2237
7276,P,381/2014 (OJ L 111),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:111:FULL&from=EN,UKR,2014-04-15,Date of listing: 6.3.2014. Son of former Prime Minister Azarov.,,1971-07-13,,Azarov Oleksii Mykolayovych M,,2238
7277,P,208/2014 (OJ L 66),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:066:0001:0010:EN:PDF,UKR,2014-03-06,Date of listing: 6.3.2014.,,1985-09-21,,Kurchenko Serhiy Vitaliyovych M Businessman,,2239
